Time[ms],HR[bpm]
833,56.96202
867,56.96202
900,72.4138
933,72.0
967,82.28571
1000,83.50516
1033,83.93782
1067,83.93782
1100,84.81676
1133,94.24084
1167,94.24084
1200,104.2105
1233,104.2105
1267,104.2105
1300,104.2105
1333,104.2105
1367,104.2105
1400,104.2105
1433,104.2105
1467,104.2105
1500,104.7619
1533,104.7619
1567,105.3191
1600,105.3191
1633,105.3191
1667,105.3191
1700,105.8824
1733,105.8824
1767,105.8824
1800,105.8824
1833,109.0909
1867,109.0909
1900,109.0909
1933,118.1818
1967,118.1818
2000,118.1818
2033,118.1818
2067,121.3483
2100,121.3483
2133,121.3483
2167,121.3483
2200,111.236
2233,123.1579
2267,123.1579
2300,123.1579
2333,123.1579
2367,123.1579
2400,123.1579
2433,123.1579
2467,123.1579
2500,123.1579
2533,123.1579
2567,123.1579
2600,123.1579
2633,123.1579
2667,124.1379
2700,124.1379
2733,127.1739
2767,123.8095
2800,123.8095
2833,123.8095
2867,123.8095
2900,123.8095
2933,123.8095
2967,123.8095
3000,123.8095
3033,123.8095
3067,123.8095
3100,124.7525
3133,124.7525
3167,124.7525
3200,128.5714
3233,128.5714
3267,128.5714
3300,128.5714
3333,128.5714
3367,128.5714
3400,128.5714
3433,128.5714
3467,128.5714
3500,129.8969
3533,128.5714
3567,128.5714
3600,128.5714
3633,128.5714
3667,128.5714
3700,128.5714
3733,128.5714
3767,128.5714
3800,128.5714
3833,128.5714
3867,128.5714
3900,128.5714
3933,128.5714
3967,128.5714
4000,129.2308
4033,129.2308
4067,129.2308
4100,129.2308
4133,129.2308
4167,129.2308
4200,129.8969
4233,129.8969
4267,129.8969
4300,129.8969
4333,130.7263
4367,130.7263
4400,130.7263
4433,130.5699
4467,130.5699
4500,130.5699
4533,130.5699
4567,130.5699
4600,130.5699
4633,130.5699
4667,130.5699
4700,130.5699
4733,130.5699
4767,130.5699
4800,130.5699
4833,131.4607
4867,131.4607
4900,131.4607
4933,131.4607
4967,129.8969
5000,129.8969
5033,129.8969
5067,129.8969
5100,129.8969
5133,129.8969
5167,129.8969
5200,129.8969
5233,129.8969
5267,129.8969
5300,129.8969
5333,131.4607
5367,131.4607
5400,131.4607
5433,131.25
5467,131.25
5500,131.25
5533,131.25
5567,131.25
5600,131.25
5633,131.25
5667,131.25
5700,131.25
5733,121.875
5767,121.875
5800,121.2435
5833,121.875
5867,122.7273
5900,122.7273
5933,122.7273
5967,121.875
6000,121.875
6033,121.875
6067,121.875
6100,121.875
6133,121.875
6167,121.875
6200,121.875
6233,121.875
6267,121.875
6300,121.875
6333,121.875
6367,121.875
6400,122.0339
6433,122.5131
6467,122.5131
6500,122.5131
6533,122.5131
6567,122.5131
6600,122.5131
6633,122.5131
6667,122.5131
6700,122.5131
6733,121.875
6767,121.2435
6800,120.6186
6833,120.6186
6867,120.0
6900,119.337
6933,119.337
6967,119.337
7000,119.337
7033,119.337
7067,119.337
7100,119.337
7133,119.337
7167,119.337
7200,119.337
7233,119.337
7267,119.337
7300,119.337
7333,109.3923
7367,107.7844
7400,107.7844
7433,102.5907
7467,102.5907
7500,102.5907
7533,102.5907
7567,102.5907
7600,102.5907
7633,102.5907
7667,102.5907
7700,102.5907
7733,102.5907
7767,102.5907
7800,102.5907
7833,100.5587
7867,100.5587
7900,100.5587
7933,100.5587
7967,100.5587
8000,100.5587
8033,100.5587
8067,100.5587
8100,100.5587
8133,100.5587
8167,100.5587
8200,100.5587
8233,100.5587
8267,100.5587
8300,102.5316
8333,102.5316
8367,102.5316
8400,102.5316
8433,102.5316
8467,102.5316
8500,102.5316
8533,102.5316
8567,102.5316
8600,102.5316
8633,102.5316
8667,102.5316
8700,91.83673
8733,102.5316
8767,90.90909
8800,90.90909
8833,102.5316
8867,89.55224
8900,89.55224
8933,89.55224
8967,89.55224
9000,77.41936
9033,77.41936
9067,77.41936
9100,77.41936
9133,77.41936
9167,77.41936
9200,77.41936
9233,77.41936
9267,77.41936
9300,77.41936
9333,77.41936
9367,77.41936
9400,77.41936
9433,77.41936
9467,77.41936
9500,73.25581
9533,73.25581
9567,73.25581
9600,73.25581
9633,73.25581
9667,73.25581
9700,73.25581
9733,73.25581
9767,73.25581
9800,73.25581
9833,71.64179
9867,71.64179
9900,71.64179
9933,71.64179
9967,67.37968000000001
10000,67.37968000000001
10033,67.37968000000001
10067,67.37968000000001
10100,67.37968000000001
10133,67.37968000000001
10167,67.37968000000001
10200,67.37968000000001
10233,67.37968000000001
10267,67.37968000000001
10300,67.37968000000001
10333,67.37968000000001
10367,67.37968000000001
10400,67.37968000000001
10433,66.25766999999999
10467,66.25766999999999
10500,66.25766999999999
10533,66.25766999999999
10567,66.25766999999999
10600,66.25766999999999
10633,66.25766999999999
10667,66.25766999999999
10700,66.25766999999999
10733,66.25766999999999
10767,66.25766999999999
10800,66.25766999999999
10833,66.25766999999999
10867,66.25766999999999
10900,66.25766999999999
10933,66.25766999999999
10967,66.25766999999999
11000,66.25766999999999
11033,66.25766999999999
11067,55.21473
11100,55.21473
11133,55.21473
11167,55.21473
11200,56.25
11233,60.0
11267,60.0
11300,60.0
11333,60.0
11367,60.0
11400,60.0
11433,60.0
11467,60.0
11500,60.0
11533,60.0
11567,60.0
11600,60.0
11633,60.0
11667,60.0
11700,60.0
11733,60.0
11767,60.0
11800,60.0
11833,60.0
11867,60.0
11900,60.0
11933,60.0
11967,60.0
12000,60.0
12033,60.0
12067,60.0
12100,60.0
12133,60.0
