B,G,R,Time[ms]
70.21230158730158,62.95543546365914,49.03456558061821,0.0
70.546152057661,62.88214627089307,49.385491746105565,33.333333333333336
70.56888578883463,62.92614120747113,49.55901728280246,66.66666666666667
70.28819684736641,63.03729334871204,49.2002819428425,100.0
70.62706499922805,62.93644176830836,49.61545983222685,133.33333333333334
70.3879459557209,63.01433775091064,49.355886228009005,166.66666666666666
70.48519736842105,62.81928453947368,49.556435032894726,200.0
70.36908729236093,63.01772197680126,49.28815004262575,233.33333333333331
70.34723190989175,63.02066702833965,49.25260275388153,266.6666666666667
70.45675954592362,62.827347781217746,49.42582559339525,300.0
70.36207606402141,63.027378930574855,49.3627193659616,333.3333333333333
70.43550051599587,62.81630546955625,49.41813725490197,366.6666666666666
70.2537321024389,62.84308639149564,49.16016886650899,400.0
70.54730698341183,62.66672639770633,49.45888797870162,433.33333333333337
70.59402518943274,62.67404771656768,49.49751689535122,466.66666666666674
70.21345879232966,62.61273459812322,48.95226438188496,500.0
70.44135706914346,62.653482972136224,49.21666666666667,533.3333333333334
70.16021521827824,62.69007547939615,48.92225112199103,566.6666666666666
70.58175040849673,62.832567401960794,49.4516441993464,600.0
70.17935887014835,62.63950416581996,48.9579607803292,633.3333333333333
70.22177172582619,62.69323745410037,49.01966034271726,666.6666666666666
70.68403581905203,62.92107971797642,49.5877463846431,700.0
70.5105272675605,63.04985920586942,49.27342478493373,733.3333333333333
70.79074592800083,63.055840854860456,49.51602863367569,766.6666666666667
70.4662140910044,62.92021388131684,48.99478402180751,800.0
70.61953094963476,63.01532743816482,49.571267461232864,833.3333333333335
70.64739202870692,63.000845828527495,49.60312700243497,866.6666666666667
70.4148782872729,63.0738767948124,49.15665688847717,900.0
70.66130975265924,62.88435217224145,49.493015506856345,933.3333333333336
70.27409970524158,62.91716006664104,49.046725618351914,966.6666666666664
70.49160579264384,62.84916057926439,49.35847750865052,1000.0
70.3194925028835,62.92569524541843,49.04918621043189,1033.3333333333335
70.35422778035098,62.97267253358036,49.102979774587,1066.6666666666667
70.54476483403819,62.89132384980136,49.42683583237217,1100.0
70.359733435858,62.908855568371145,49.17541971036781,1133.3333333333333
70.3968782249742,62.6826367389061,49.225722394220846,1166.6666666666667
70.23872549019606,62.73224974200206,49.005417956656345,1200.0
70.6186674933478,62.96644191273347,49.575344235190784,1233.3333333333335
70.51448408570835,62.79137195756189,49.437539005616806,1266.6666666666665
70.37738665019812,62.92216046523596,49.25490196078431,1300.0
70.60836186326382,62.88466127191617,49.563336445689394,1333.3333333333333
70.35757295044003,62.95301322628789,49.23611754413051,1366.6666666666667
70.52206515681208,62.77010183918529,49.48056948877743,1400.0
70.1281364749082,62.670797633618925,48.851132190942465,1433.333333333333
70.11780905752754,62.66393818849449,48.82560689514485,1466.6666666666665
70.33503803453947,62.51559930098684,49.002235814144726,1500.0
70.0916683799342,62.65966796875,48.70132606907895,1533.3333333333335
70.48131127450979,62.70685253267974,49.30200674019608,1566.666666666667
70.40188717532467,62.959491680194816,49.20162844967533,1600.0
70.51344358766234,62.91008015422079,49.41700487012987,1633.333333333333
70.38000408496733,62.73552389705882,49.21823937908497,1666.666666666667
70.30199166280687,62.85860223354433,49.045391384900405,1700.0
70.27399380804954,62.5812693498452,48.95121259029929,1733.3333333333335
70.17084460162263,62.70678177657582,48.78744539213647,1766.6666666666665
70.33552631578948,62.6928339274481,49.12371566366114,1800.0
70.21170112781955,62.6984388053467,48.86531432748538,1833.333333333333
70.12528604118992,62.67573330559601,48.82694508009154,1866.666666666667
70.2709542063821,62.508547451305425,49.19612515540821,1900.0
69.78263469939671,62.45316725608488,48.70522155190347,1933.333333333333
69.95659975036405,62.3321718327439,48.98538589556896,1966.6666666666665
69.73319878381213,62.323678968337184,48.626729922415606,2000.0
69.76838464738923,62.21785937174953,48.74425317245683,2033.333333333333
69.79397233201581,62.20985021843146,48.746437486998126,2066.666666666667
69.59435045948203,62.11192042606516,48.351634294068496,2100.0
69.70321926357396,61.9866080715623,48.62356979405034,2133.333333333333
69.52118415993849,62.15560681789056,48.54622581058568,2166.6666666666665
69.44950980392157,61.883513931888544,48.56674406604747,2200.0
69.36246425653594,62.018356821895416,48.39422487745098,2233.333333333333
69.35664317810458,62.008323120915044,48.38230187908497,2266.6666666666665
69.60184756317224,62.138026864289024,48.74882919046882,2300.0
69.36472852090701,61.975426461410436,48.3664447680466,2333.333333333333
69.84504895502336,62.21803714898344,49.037639825363605,2366.6666666666665
69.36127227517612,61.99953377538333,48.33174471612101,2400.0
69.75307498327415,62.10892388451442,48.81344243734239,2433.333333333333
69.75364108898152,62.117441202202656,48.7820493026607,2466.666666666667
69.57331621866507,62.28365045806907,48.675224000805386,2500.0
69.6890104879161,61.99511070578102,48.72604752495314,2533.333333333333
69.35231927093999,61.90264693835756,48.12904464468564,2566.666666666667
69.70623839678544,62.082831057195904,48.59052414740216,2600.0
69.58024660164739,62.32103693971398,48.5378745767851,2633.333333333333
69.63768262987013,62.353667816558456,48.59981229707793,2666.6666666666665
69.77194400929811,62.27962504421649,48.84205871949063,2700.0
69.65059842118666,62.35785586962057,48.62154316271963,2733.333333333333
69.9306595365419,62.30763941940413,48.84815380697735,2766.666666666666
69.79354242595349,62.47664390945025,48.77770648324008,2800.0
70.22989585979171,62.497383794767586,49.30330200660402,2833.333333333333
70.246634493269,62.49817119634239,49.336423672847346,2866.666666666666
69.70613048368953,62.344743838838326,48.70838020247469,2900.0
69.88020247469066,62.289727988546886,48.99409448818897,2933.333333333333
69.71865732692504,62.356120257695075,48.73363840883526,2966.666666666667
69.8930360977605,62.322681255752116,48.98939053072911,3000.0
69.7546327190596,62.40601098506237,48.73004465889842,3033.333333333333
69.72491145218419,62.424079872696474,48.69773112263231,3066.666666666667
69.88160854893138,62.298087739032624,48.91502198588813,3100.0
69.74867819927108,62.411683178481596,48.673810379343976,3133.333333333333
69.91525075714799,62.38393819619117,48.91383912530158,3166.666666666666
69.81882601525459,62.49726860441146,48.664502164502146,3200.0
70.0439540539142,62.395638226315505,48.890153671030156,3233.333333333333
70.06926406926407,62.44472789115646,48.93320964749535,3266.666666666666
69.8517316017316,62.515383426097706,48.642419088847646,3300.0
70.19784580498866,62.43689445475161,49.18217893217893,3333.333333333333
69.82426139597455,62.434832100170745,48.73537020748176,3366.666666666666
69.88517146915585,62.24726055194806,49.09440949675325,3400.0
69.63550121753248,62.35201907467533,48.73173701298703,3433.333333333333
69.68535777947542,62.40333587980647,48.79187675070028,3466.666666666667
69.77453533496733,62.110549428104584,48.781760620915044,3500.0
69.61473933405382,62.25930214605527,48.414826823117686,3533.333333333333
69.69146026831785,61.9171568627451,48.461971104231175,3566.666666666667
69.60066388760228,62.20418403581905,48.41932993669909,3600.0
69.9170359052712,62.290043290043286,49.01566080977846,3633.333333333334
69.77500961168782,62.096245033961296,48.880174291939,3666.666666666666
69.63656655844156,62.28239143668832,48.58619115259741,3700.0
69.86172650878534,62.27817672523555,49.03481028775146,3733.333333333334
69.68232747644512,62.378609625668446,48.75920550038197,3766.666666666666
69.91259131493507,62.280869521103895,49.17281351461038,3800.0
69.61317619388485,62.35555782799877,48.724818488598004,3833.333333333334
69.49565127888425,62.19229581596419,48.491456950234145,3866.666666666666
69.85770528683913,62.334620104305145,49.0417220574701,3900.0
69.72530422333571,62.37782493097453,48.77101441865221,3933.333333333333
70.0105327743123,62.42195009714695,49.090627876060935,3966.666666666667
69.82246804578821,62.60179148914329,48.86037677737283,4000.0
70.27685950413222,62.579795698372784,49.2348698732098,4033.333333333333
70.3985775971552,62.71686563373127,49.442621285242566,4066.666666666666
70.2931899641577,62.95307219662058,49.193292370711724,4100.0
70.36915456085417,62.85591088753144,49.19185360094451,4133.333333333334
70.33498247783962,63.009843331271895,49.114435168006594,4166.666666666667
70.57815307222424,62.98963092243725,49.51747856886197,4200.0
70.51245696799694,63.2666071656254,49.453907943389005,4233.333333333333
70.39931215030029,63.06945228684359,49.21749396848211,4266.666666666667
70.88029361942405,63.090421436271235,49.74133771366973,4300.0
70.71392496392497,63.23031333745619,49.50252525252525,4333.333333333333
70.84995909602209,63.05580836486347,49.81559975457613,4366.666666666666
70.56699992249864,63.03066470329898,49.327262393758545,4400.0
70.78480456741326,62.96662274923143,49.5940737296236,4433.333333333334
70.78340954300033,62.9753029011341,49.65989821488542,4466.666666666667
70.59877547857087,63.07561548993775,49.278798212302036,4500.0
70.72987312572089,62.93053953607587,49.64447007561196,4533.333333333333
70.6059132314343,63.03574185579743,49.3202614379085,4566.666666666666
70.9859434682964,63.174789915966386,49.7999490705373,4600.0
70.7869620575503,63.302317290552594,49.52034632034632,4633.333333333334
70.7825311942959,63.29910873440285,49.53857906799083,4666.666666666667
71.033203125,63.22727272727274,49.76113534902598,4700.0
70.88109724920749,63.45390632989058,49.539114428878214,4733.333333333333
70.89968039772728,63.2649908685065,49.671139407467535,4766.666666666667
70.7781554383117,63.369013798701296,49.365006087662344,4800.0
71.07226890756303,63.37361853832442,49.658619811561,4833.333333333333
71.09241151005857,63.36620830150242,49.70094219505985,4866.666666666666
70.89103084415585,63.36954646915586,49.51384943181819,4900.0
71.08073762175326,63.379058441558456,49.702744521103895,4933.333333333334
71.13895003162554,63.64321315623024,49.74600885515497,4966.666666666667
71.26814362108479,63.3279602750191,49.83865546218489,5000.0
70.71211965460526,63.03559313322368,49.10120271381579,5033.333333333333
70.6977780053246,63.032894736842096,49.13710833503993,5066.666666666666
70.99526270456505,63.17449460404317,49.613619091047276,5100.0
70.89001225490195,63.29889195261438,49.327895220588246,5133.333333333334
71.04659088019125,63.23374278375422,49.53640548307521,5166.666666666667
70.84161135271229,63.259683120978615,49.30785076676585,5200.0
71.13299893600852,63.16294269645842,49.645868166388006,5233.333333333333
71.11551907584739,63.1692759791255,49.68619851041192,5266.666666666667
70.84901197833219,63.28193586124464,49.45545637191322,5300.0
70.99247606019152,63.17697725084866,49.78793636317575,5333.333333333333
70.83226102941177,63.260697508169926,49.5961754493464,5366.666666666666
71.1289605336298,63.334731416443475,50.00689777148922,5400.0
70.8012766714987,63.25599552402025,49.51509371582616,5433.333333333334
70.80338750286106,63.26171765723152,49.472495613031214,5466.666666666667
71.1473950759665,63.36163064734495,50.013864513864526,5500.0
70.82651872118356,63.241424735268794,49.40302477580179,5533.333333333332
71.07543043157601,63.34170036367336,49.86882327509474,5566.666666666666
70.9223600898693,63.438419117647065,49.626123366013076,5600.0
71.08733246865543,63.318811830828324,49.82932784008546,5633.333333333334
71.09122351923908,63.3205920500496,49.81165280638845,5666.666666666668
70.92615660643342,63.44513648596694,49.6074330385749,5700.0
71.26305267204921,63.394745610662575,50.02094066384725,5733.333333333332
71.02141583906291,63.60323402088108,49.83430099312452,5766.666666666668
71.11385364603358,63.39043957452262,49.969037549660385,5800.0
70.85636233660131,63.38950163398693,49.658726511437905,5833.333333333332
70.88896578239141,63.45139049083686,49.6881712161989,5866.666666666666
71.13763786764707,63.26524203431373,49.90647977941178,5900.0
70.94232987312573,63.34284249647572,49.56406510316546,5933.333333333334
71.04065103165448,63.340023068050755,49.78856849929514,5966.666666666668
70.85987440727925,63.3680635652954,49.51792900166602,6000.0
71.18677826861969,63.33870676070164,49.91102844299776,6033.333333333332
71.18197318453072,63.35322534811026,49.95233666589165,6066.666666666666
70.99881164587046,63.384303391976026,49.51770905990854,6100.0
71.17827895321501,63.39946782402025,49.92293781807848,6133.333333333334
