Time[ms],HR[bpm]
833,50.0
867,50.0
900,50.27933
933,52.94118
967,52.94118
1000,52.94118
1033,52.94118
1067,52.94118
1100,52.94118
1133,52.94118
1167,52.94118
1200,52.94118
1233,52.94118
1267,52.94118
1300,52.94118
1333,52.94118
1367,52.94118
1400,51.13636
1433,51.13636
1467,51.13636
1500,51.13636
1533,51.13636
1567,51.13636
1600,51.13636
1633,51.13636
1667,51.13636
1700,51.13636
1733,51.13636
1767,51.13636
1800,51.13636
1833,51.13636
1867,51.13636
1900,51.13636
1933,51.13636
1967,51.13636
2000,51.13636
2033,51.13636
2067,51.13636
2100,51.13636
2133,51.13636
2167,51.13636
2200,51.13636
2233,51.13636
2267,51.13636
2300,51.13636
2333,51.13636
2367,48.97959
2400,50.84746
2433,50.84746
2467,50.84746
2500,50.84746
2533,50.84746
2567,50.84746
2600,50.84746
2633,50.84746
2667,50.84746
2700,50.84746
2733,50.84746
2767,50.84746
2800,50.84746
2833,50.84746
2867,50.84746
2900,50.84746
2933,50.84746
2967,50.84746
3000,50.84746
3033,50.84746
3067,50.84746
3100,50.84746
3133,50.84746
3167,50.84746
3200,50.84746
3233,50.84746
3267,50.84746
3300,50.84746
3333,51.06383
3367,51.06383
3400,51.06383
3433,51.06383
3467,51.06383
3500,51.06383
3533,51.06383
3567,51.06383
3600,51.06383
3633,51.06383
3667,51.06383
3700,51.06383
3733,51.06383
3767,51.06383
3800,49.18033
3833,49.18033
3867,49.18033
3900,49.18033
3933,49.18033
3967,49.18033
4000,49.18033
4033,49.18033
4067,49.18033
4100,49.18033
4133,49.18033
4167,49.18033
4200,49.18033
4233,49.18033
4267,49.18033
4300,49.18033
4333,49.18033
4367,49.18033
4400,49.18033
4433,49.18033
4467,49.18033
4500,49.18033
4533,49.65517
4567,49.65517
4600,49.65517
4633,49.65517
4667,49.65517
4700,49.65517
4733,49.65517
4767,49.65517
4800,49.65517
4833,49.65517
4867,49.65517
4900,49.65517
4933,49.65517
4967,49.65517
5000,49.65517
5033,49.65517
5067,49.65517
5100,49.65517
5133,49.65517
5167,49.65517
5200,49.65517
5233,49.65517
5267,49.65517
5300,49.65517
5333,47.12042
5367,46.875
5400,46.875
5433,46.875
5467,46.875
5500,46.875
5533,46.875
5567,46.875
5600,46.875
5633,46.875
5667,46.875
5700,46.875
5733,46.875
5767,45.28302
5800,45.28302
5833,45.28302
5867,45.28302
5900,45.28302
5933,45.28302
5967,45.28302
6000,45.28302
6033,45.28302
6067,45.28302
6100,45.28302
6133,45.28302
6167,45.28302
6200,45.28302
6233,45.28302
6267,45.28302
6300,45.28302
6333,47.87234
6367,47.87234
6400,47.87234
6433,47.87234
6467,47.61905
6500,47.61905
6533,47.61905
6567,47.61905
6600,47.61905
6633,47.61905
6667,47.61905
6700,47.61905
6733,47.61905
6767,47.61905
6800,47.61905
6833,47.61905
6867,47.61905
6900,48.32215
6933,48.32215
6967,48.32215
7000,48.32215
7033,48.32215
7067,48.32215
7100,48.32215
7133,48.32215
7167,48.32215
7200,48.32215
7233,48.32215
7267,48.32215
7300,48.32215
7333,48.32215
7367,48.32215
7400,48.32215
7433,49.72376
7467,49.72376
7500,49.72376
7533,49.72376
7567,49.72376
7600,49.72376
7633,49.72376
7667,49.72376
7700,49.72376
7733,49.72376
7767,49.72376
7800,49.72376
7833,49.72376
7867,49.72376
7900,49.72376
7933,49.72376
7967,49.72376
8000,49.72376
8033,49.72376
8067,49.72376
8100,49.72376
8133,49.72376
8167,49.72376
8200,49.72376
8233,47.68212
8267,47.68212
8300,47.68212
8333,47.68212
8367,47.68212
8400,47.68212
8433,47.68212
8467,47.68212
8500,47.68212
8533,47.68212
8567,47.68212
8600,50.0
8633,50.0
8667,50.0
8700,50.0
8733,50.0
8767,50.0
8800,50.0
8833,50.0
8867,47.68212
8900,47.68212
8933,47.68212
8967,47.68212
9000,45.45454
9033,45.45454
9067,45.45454
9100,45.45454
9133,45.45454
9167,45.45454
9200,45.45454
9233,46.15385
9267,46.15385
9300,46.15385
9333,46.15385
9367,46.15385
9400,46.15385
9433,46.15385
9467,46.15385
9500,46.15385
9533,46.15385
9567,46.15385
9600,46.15385
9633,46.15385
9667,46.15385
9700,46.15385
9733,46.15385
9767,46.15385
9800,46.15385
9833,46.15385
9867,46.15385
9900,46.15385
9933,46.15385
9967,46.15385
10000,46.15385
10033,46.15385
10067,46.15385
10100,46.15385
10133,46.15385
10167,46.15385
10200,46.15385
10233,46.15385
10267,46.15385
10300,46.15385
10333,46.15385
10367,46.15385
10400,45.45454
10433,45.45454
10467,45.45454
10500,45.45454
10533,45.45454
10567,45.45454
10600,45.45454
10633,47.36842
10667,47.36842
10700,47.36842
10733,47.36842
10767,47.36842
10800,47.36842
10833,47.36842
10867,47.36842
10900,47.36842
10933,47.36842
10967,47.36842
11000,47.36842
11033,47.36842
