Time[ms],HR[bpm]
867,79.55801
900,79.55801
933,79.55801
967,79.55801
1000,79.55801
1033,79.55801
1067,79.55801
1100,79.55801
1133,79.55801
1167,79.55801
1200,79.55801
1233,79.55801
1267,79.55801
1300,79.55801
1333,79.55801
1367,79.55801
1400,77.83784
1433,77.83784
1467,77.83784
1500,77.83784
1533,77.83784
1567,77.83784
1600,77.83784
1633,77.83784
1667,77.83784
1700,77.83784
1733,77.83784
1767,77.83784
1800,77.41936
1833,77.41936
1867,77.41936
1900,77.41936
1933,77.41936
1967,77.41936
2000,77.41936
2033,77.41936
2067,76.82927
2100,76.82927
2133,76.82927
2167,76.82927
2200,76.36364
2233,76.36364
2267,76.36364
2300,75.78947
2333,75.78947
2367,75.78947
2400,75.78947
2433,75.78947
2467,75.78947
2500,75.78947
2533,75.78947
2567,75.78947
2600,75.78947
2633,75.78947
2667,75.78947
2700,75.78947
2733,75.78947
2767,75.78947
2800,75.0
2833,75.0
2867,75.0
2900,75.0
2933,75.0
2967,75.0
3000,75.0
3033,75.0
3067,75.0
3100,75.0
3133,74.6114
3167,74.6114
3200,74.6114
3233,74.6114
3267,74.6114
3300,74.6114
3333,74.6114
3367,74.6114
3400,74.6114
3433,74.6114
3467,74.6114
3500,74.6114
3533,72.0
3567,72.0
3600,72.0
3633,72.0
3667,72.0
3700,72.0
3733,72.0
3767,72.0
3800,72.0
3833,72.0
3867,72.0
3900,72.0
3933,72.0
3967,72.0
4000,72.0
4033,72.0
4067,72.0
4100,70.58823000000002
4133,69.61326
4167,69.61326
4200,69.61326
4233,69.61326
4267,69.61326
4300,69.61326
4333,69.61326
4367,69.61326
4400,69.61326
4433,69.61326
4467,69.61326
4500,69.61326
4533,69.61326
4567,69.61326
4600,69.61326
4633,69.61326
4667,69.61326
4700,69.61326
4733,69.61326
4767,69.61326
4800,69.61326
4833,69.61326
4867,69.61326
4900,70.78650999999998
4933,70.78650999999998
4967,70.78650999999998
5000,70.78650999999998
5033,70.78650999999998
5067,70.78650999999998
5100,70.78650999999998
5133,70.78650999999998
5167,70.78650999999998
5200,70.78650999999998
5233,70.78650999999998
5267,70.78650999999998
5300,70.78650999999998
5333,70.78650999999998
5367,70.78650999999998
5400,70.78650999999998
5433,70.78650999999998
5467,70.78650999999998
5500,70.78650999999998
5533,70.78650999999998
5567,70.78650999999998
5600,70.78650999999998
5633,72.0
5667,72.0
5700,72.0
5733,72.0
5767,72.0
5800,71.59091
5833,71.59091
5867,71.59091
5900,71.59091
5933,71.59091
5967,71.59091
6000,71.59091
6033,71.59091
6067,71.59091
6100,71.59091
6133,71.59091
6167,71.59091
6200,71.59091
6233,71.59091
6267,71.59091
6300,71.59091
6333,71.59091
6367,71.59091
6400,71.59091
6433,71.59091
6467,71.59091
6500,71.59091
6533,71.59091
6567,71.59091
6600,71.52318000000002
6633,71.52318000000002
6667,71.52318000000002
