Time[ms],HR[bpm]
833,82.23351
867,82.23351
900,82.23351
933,82.23351
967,82.23351
1000,82.23351
1033,82.23351
1067,83.72093000000002
1100,83.72093000000002
1133,83.72093000000002
1167,83.72093000000002
1200,83.72093000000002
1233,83.72093000000002
1267,83.72093000000002
1300,83.72093000000002
1333,83.72093000000002
1367,83.72093000000002
1400,86.17021
1433,86.17021
1467,86.17021
1500,83.23699
1533,83.23699
1567,83.23699
1600,83.23699
1633,83.23699
1667,83.23699
1700,83.23699
1733,83.23699
1767,83.23699
1800,83.23699
1833,83.23699
1867,85.13513
1900,85.13513
1933,85.13513
1967,85.13513
2000,85.13513
2033,85.13513
2067,85.13513
2100,77.00535
2133,77.00535
2167,77.00535
2200,77.00535
2233,86.63101999999998
2267,86.63101999999998
2300,86.63101999999998
2333,86.63101999999998
2367,86.63101999999998
2400,86.63101999999998
2433,86.63101999999998
2467,86.63101999999998
2500,86.63101999999998
2533,86.63101999999998
2567,86.63101999999998
2600,86.63101999999998
2633,86.63101999999998
2667,86.63101999999998
2700,88.34356
2733,88.34356
2767,88.52459
2800,88.52459
2833,88.52459
2867,88.52459
2900,88.52459
2933,88.52459
2967,88.52459
3000,88.52459
3033,88.52459
3067,88.52459
3100,88.52459
3133,88.52459
3167,88.52459
3200,88.52459
3233,88.52459
3267,88.52459
3300,88.52459
3333,88.52459
3367,88.52459
3400,88.52459
3433,88.66995
3467,88.66995
3500,90.0
3533,90.0
3567,90.0
3600,90.0
3633,90.0
3667,90.0
3700,90.0
3733,90.0
3767,90.0
3800,90.0
3833,90.0
3867,90.0
3900,90.0
3933,90.0
3967,90.0
4000,90.0
4033,90.0
4067,90.0
4100,90.0
4133,90.0
4167,90.0
4200,90.0
4233,90.0
4267,90.0
4300,90.0
4333,90.0
4367,90.0
4400,90.0
4433,90.0
4467,90.0
4500,90.0
4533,90.0
4567,90.0
4600,90.0
4633,90.0
4667,90.0
4700,90.0
4733,90.0
4767,90.0
4800,90.0
4833,90.0
4867,90.0
4900,88.23529
4933,88.52459
4967,88.52459
5000,88.52459
5033,88.52459
5067,88.52459
5100,88.52459
5133,88.52459
5167,88.52459
5200,88.52459
5233,88.52459
5267,88.52459
5300,88.52459
5333,88.52459
5367,88.52459
5400,88.52459
5433,88.52459
5467,88.52459
5500,88.52459
5533,88.52459
5567,88.52459
5600,88.52459
5633,88.34356
5667,87.09676999999998
5700,87.09676999999998
5733,87.09676999999998
5767,87.09676999999998
5800,87.09676999999998
5833,87.09676999999998
5867,87.09676999999998
5900,87.09676999999998
5933,87.09676999999998
5967,87.09676999999998
6000,87.09676999999998
6033,87.09676999999998
6067,87.09676999999998
6100,87.09676999999998
6133,87.09676999999998
6167,87.09676999999998
6200,87.09676999999998
6233,87.09676999999998
6267,87.09676999999998
6300,86.74699
6333,86.74699
6367,86.74699
6400,86.74699
6433,86.74699
6467,86.74699
6500,86.74699
6533,86.74699
6567,86.74699
6600,86.74699
6633,86.74699
6667,86.74699
6700,86.74699
6733,81.81818
6767,81.81818
6800,81.81818
6833,81.81818
6867,81.81818
6900,82.23351
6933,82.23351
6967,81.35593
7000,81.35593
7033,81.35593
7067,80.89888
7100,80.89888
7133,80.89888
7167,80.89888
7200,80.89888
7233,80.89888
7267,80.89888
7300,80.89888
7333,80.89888
7367,80.89888
7400,80.89888
7433,80.89888
7467,81.0
7500,80.89888
7533,80.59702
7567,81.0
7600,81.0
7633,79.55801
7667,79.55801
7700,79.55801
7733,79.55801
7767,79.55801
7800,79.55801
7833,79.55801
7867,79.55801
7900,79.55801
7933,79.55801
7967,79.55801
8000,79.55801
8033,79.55801
8067,79.55801
8100,79.55801
8133,79.55801
8167,79.55801
8200,79.55801
8233,79.55801
8267,78.26087
8300,78.26087
8333,78.26087
8367,78.26087
8400,78.26087
8433,78.26087
8467,78.26087
8500,75.0
8533,75.0
8567,75.0
8600,75.0
8633,75.0
8667,75.0
8700,75.0
8733,75.0
8767,75.0
8800,75.0
8833,75.0
8867,75.0
8900,75.0
8933,73.25581
8967,73.25581
9000,73.25581
9033,73.25581
9067,73.25581
9100,73.25581
9133,73.25581
9167,73.25581
9200,73.25581
9233,73.25581
9267,73.25581
9300,73.25581
9333,73.25581
9367,73.25581
9400,73.25581
9433,73.25581
9467,73.25581
9500,73.25581
9533,73.25581
9567,70.58823000000002
9600,68.47825999999999
9633,68.47825999999999
9667,68.47825999999999
9700,68.47825999999999
9733,68.47825999999999
9767,68.47825999999999
9800,68.47825999999999
9833,68.47825999999999
9867,68.47825999999999
9900,68.47825999999999
9933,68.47825999999999
9967,68.47825999999999
10000,68.47825999999999
10033,68.47825999999999
10067,68.47825999999999
10100,68.47825999999999
10133,68.47825999999999
10167,68.47825999999999
10200,68.47825999999999
10233,68.47825999999999
10267,65.85365999999999
10300,67.74194
10333,67.74194
10367,67.74194
10400,67.74194
10433,67.74194
10467,67.74194
10500,67.74194
10533,67.74194
10567,67.74194
10600,67.74194
10633,67.74194
10667,67.74194
10700,67.74194
10733,67.74194
10767,67.74194
10800,67.74194
10833,67.74194
10867,67.74194
10900,67.74194
10933,66.66666
10967,66.66666
11000,66.66666
11033,66.66666
11067,68.10811
11100,68.10811
11133,68.10811
11167,68.10811
11200,68.10811
11233,68.10811
11267,68.10811
11300,68.10811
11333,68.10811
11367,68.10811
11400,68.10811
11433,68.10811
11467,68.10811
11500,68.10811
11533,68.10811
11567,68.10811
11600,68.10811
11633,68.10811
11667,68.10811
11700,68.10811
11733,66.66666
11767,66.66666
11800,66.66666
11833,66.66666
11867,66.66666
11900,67.37968000000001
11933,67.37968000000001
11967,67.37968000000001
12000,67.37968000000001
12033,67.37968000000001
12067,67.37968000000001
12100,67.37968000000001
12133,67.37968000000001
12167,67.37968000000001
12200,67.37968000000001
12233,67.37968000000001
12267,67.37968000000001
12300,67.37968000000001
12333,67.37968000000001
12367,67.37968000000001
12400,67.37968000000001
12433,67.37968000000001
12467,67.37968000000001
12500,69.23076999999999
12533,69.23076999999999
12567,69.23076999999999
12600,68.78981
12633,68.78981
12667,68.78981
12700,68.78981
12733,68.78981
12767,68.78981
12800,68.78981
12833,68.78981
12867,68.78981
12900,68.78981
12933,68.78981
12967,68.47825999999999
13000,68.47825999999999
13033,68.47825999999999
13067,68.47825999999999
13100,68.47825999999999
13133,70.0
13167,70.39106
13200,70.39106
13233,70.39106
13267,70.39106
13300,70.39106
13333,70.39106
13367,70.39106
13400,70.39106
13433,70.39106
13467,70.39106
13500,71.05264
13533,71.05264
13567,71.05264
13600,71.05264
13633,71.05264
13667,71.05264
13700,71.05264
13733,71.05264
13767,67.74194
13800,71.05264
13833,67.02128
13867,67.02128
13900,67.02128
13933,67.02128
13967,67.02128
14000,67.02128
14033,67.02128
14067,67.02128
14100,67.02128
14133,67.02128
14167,67.02128
14200,67.02128
14233,67.02128
14267,67.02128
14300,67.02128
14333,67.02128
14367,67.02128
14400,67.5
14433,67.5
14467,67.5
14500,67.5
14533,67.5
14567,67.5
14600,67.5
14633,67.5
14667,67.5
14700,67.5
14733,67.5
14767,67.5
14800,67.5
14833,67.5
14867,67.5
14900,67.5
14933,65.28497
14967,65.28497
15000,65.28497
15033,65.28497
15067,65.28497
15100,65.28497
15133,65.28497
15167,65.28497
15200,65.28497
15233,65.28497
15267,65.28497
15300,65.28497
15333,66.25766999999999
15367,66.25766999999999
15400,66.25766999999999
15433,66.25766999999999
15467,66.25766999999999
15500,66.25766999999999
15533,66.25766999999999
15567,66.25766999999999
15600,66.25766999999999
15633,66.25766999999999
15667,66.25766999999999
15700,66.25766999999999
15733,66.25766999999999
15767,66.25766999999999
15800,66.25766999999999
15833,66.25766999999999
15867,66.25766999999999
15900,66.25766999999999
15933,66.25766999999999
15967,64.94846
16000,64.94846
16033,64.94846
16067,64.94846
16100,64.94846
16133,64.94846
16167,64.94846
16200,64.94846
16233,64.94846
16267,64.94846
16300,64.94846
16333,63.905330000000006
16367,63.905330000000006
16400,63.905330000000006
16433,63.905330000000006
16467,63.905330000000006
16500,63.905330000000006
16533,63.905330000000006
16567,63.905330000000006
16600,63.905330000000006
16633,63.905330000000006
16667,63.905330000000006
16700,63.905330000000006
16733,63.905330000000006
16767,63.905330000000006
16800,63.905330000000006
16833,63.905330000000006
16867,64.28571
16900,64.28571
16933,64.28571
16967,64.28571
17000,64.28571
17033,64.28571
17067,64.28571
17100,64.28571
17133,64.28571
17167,62.42775
17200,62.42775
17233,62.42775
17267,52.02312
17300,52.02312
17333,52.02312
17367,52.02312
17400,52.02312
17433,52.02312
17467,52.02312
17500,52.02312
17533,52.02312
17567,52.02312
17600,52.02312
17633,52.02312
17667,52.02312
17700,52.02312
17733,52.02312
17767,52.02312
17800,52.02312
17833,53.46535
17867,53.46535
17900,53.46535
17933,51.13636
17967,50.84746
18000,50.84746
18033,50.84746
18067,50.84746
18100,50.84746
18133,50.84746
18167,50.84746
18200,50.84746
18233,51.13636
18267,51.13636
18300,51.13636
18333,51.13636
18367,51.13636
18400,51.13636
18433,51.13636
18467,51.13636
18500,51.13636
18533,51.13636
18567,51.13636
18600,51.13636
18633,51.13636
18667,51.13636
18700,51.13636
18733,51.13636
18767,51.13636
18800,60.40268
18833,60.40268
18867,60.40268
18900,60.40268
18933,60.40268
18967,60.40268
19000,60.40268
19033,60.40268
19067,60.40268
19100,60.40268
19133,60.40268
19167,60.40268
19200,60.40268
19233,59.01639
19267,59.01639
19300,59.01639
19333,60.0
19367,60.0
19400,60.0
19433,60.0
19467,60.0
19500,60.0
19533,60.0
19567,60.0
19600,60.0
19633,60.40268
19667,60.40268
19700,60.40268
19733,60.40268
19767,60.40268
19800,60.40268
19833,60.40268
19867,60.40268
19900,59.34066
19933,59.34066
19967,59.34066
20000,59.34066
20033,59.34066
20067,59.34066
20100,59.34066
20133,59.34066
20167,59.34066
20200,59.34066
20233,59.34066
20267,59.34066
20300,59.34066
20333,59.34066
20367,59.34066
20400,59.34066
20433,59.34066
20467,59.34066
20500,59.34066
20533,59.34066
20567,59.34066
20600,59.34066
20633,59.34066
20667,60.40268
20700,60.40268
20733,60.40268
20767,60.40268
20800,60.40268
20833,61.01695
20867,61.01695
20900,61.01695
20933,61.01695
20967,61.01695
21000,61.01695
21033,61.01695
21067,61.01695
21100,61.01695
21133,61.01695
21167,61.01695
21200,61.01695
21233,61.01695
21267,61.01695
21300,61.01695
21333,61.01695
21367,61.01695
21400,61.01695
21433,61.01695
21467,61.01695
21500,61.01695
21533,61.01695
21567,61.01695
21600,61.01695
21633,61.01695
21667,61.01695
21700,61.01695
21733,61.01695
21767,61.64384
21800,61.64384
21833,61.36364
21867,61.36364
21900,61.36364
21933,61.36364
21967,61.36364
22000,61.36364
22033,61.36364
22067,61.36364
22100,61.36364
22133,61.36364
22167,61.36364
22200,61.36364
22233,61.36364
22267,61.36364
22300,61.36364
22333,61.36364
22367,61.36364
22400,61.36364
22433,61.36364
22467,61.36364
22500,61.36364
22533,61.36364
22567,61.36364
22600,61.36364
22633,61.36364
22667,61.36364
22700,61.36364
22733,61.36364
22767,61.36364
22800,60.40268
22833,60.40268
22867,60.40268
22900,60.40268
22933,60.40268
22967,60.40268
23000,58.69565
23033,58.69565
23067,58.69565
23100,58.37838000000001
23133,58.37838000000001
23167,58.37838000000001
23200,58.37838000000001
23233,58.37838000000001
23267,58.37838000000001
23300,58.37838000000001
23333,58.37838000000001
23367,58.37838000000001
23400,58.37838000000001
23433,58.37838000000001
23467,58.37838000000001
23500,58.37838000000001
23533,58.37838000000001
23567,58.37838000000001
23600,58.37838000000001
23633,58.37838000000001
23667,58.37838000000001
23700,57.69231
23733,57.69231
23767,57.69231
23800,57.69231
23833,57.69231
23867,57.69231
23900,57.69231
23933,57.69231
23967,57.69231
24000,57.69231
24033,57.69231
24067,57.75401
24100,57.75401
24133,57.75401
24167,57.75401
24200,57.75401
24233,57.75401
24267,57.75401
24300,57.75401
24333,57.75401
24367,57.75401
24400,57.75401
24433,57.75401
24467,57.75401
24500,57.75401
24533,57.75401
24567,57.75401
24600,57.75401
24633,57.75401
24667,56.96202
24700,56.96202
24733,56.96202
24767,56.96202
24800,56.96202
24833,56.96202
24867,56.96202
24900,56.96202
24933,56.96202
24967,56.96202
25000,56.96202
25033,56.96202
25067,56.96202
25100,57.14286
25133,57.14286
25167,57.14286
25200,57.14286
25233,57.14286
25267,57.14286
25300,57.14286
25333,57.14286
25367,57.14286
25400,57.14286
25433,57.14286
25467,57.14286
25500,57.14286
25533,57.14286
25567,57.14286
25600,57.14286
25633,57.32484
25667,57.32484
25700,57.32484
25733,57.32484
25767,57.32484
25800,57.32484
25833,57.32484
25867,57.32484
25900,57.32484
25933,57.32484
25967,57.32484
26000,57.32484
26033,57.32484
26067,57.32484
26100,57.32484
26133,57.44681
26167,57.44681
26200,57.44681
26233,57.44681
26267,57.44681
26300,57.44681
26333,57.44681
26367,57.44681
26400,57.44681
26433,57.44681
26467,57.44681
26500,57.44681
26533,57.44681
26567,57.44681
26600,57.44681
26633,57.44681
26667,57.44681
26700,56.25
26733,56.25
26767,56.25
26800,56.25
26833,56.25
26867,56.25
26900,56.25
26933,56.25
26967,56.25
27000,56.25
27033,56.25
27067,56.25
27100,56.25
27133,56.25
27167,56.25
27200,56.25
27233,56.25
27267,56.25
27300,56.25
27333,56.25
27367,56.25
27400,56.25
27433,56.25
27467,56.25
27500,56.25
27533,56.25
27567,56.25
27600,56.25
27633,55.90062
27667,55.90062
27700,55.90062
27733,55.90062
27767,55.90062
27800,55.90062
27833,55.90062
27867,55.90062
27900,55.90062
27933,55.90062
27967,55.90062
28000,58.37838000000001
28033,58.37838000000001
28067,58.37838000000001
28100,58.37838000000001
28133,58.37838000000001
28167,58.06452
28200,58.06452
28233,58.06452
28267,58.06452
28300,58.06452
28333,58.06452
28367,58.06452
28400,58.06452
28433,58.06452
28467,58.06452
28500,58.06452
28533,58.06452
28567,58.06452
28600,58.06452
28633,58.06452
28667,60.0
28700,60.0
28733,60.0
28767,60.0
28800,60.0
28833,60.0
28867,60.0
28900,60.0
28933,60.0
28967,60.0
29000,60.0
29033,60.0
29067,60.0
29100,60.0
29133,60.0
29167,60.0
29200,59.66851
29233,59.66851
29267,59.66851
29300,59.66851
29333,59.66851
29367,59.66851
29400,59.66851
29433,60.0
29467,60.0
29500,60.0
29533,60.0
29567,60.0
29600,60.0
29633,60.0
29667,60.0
29700,60.0
29733,60.0
29767,60.0
29800,60.0
29833,60.0
29867,60.40268
29900,60.40268
29933,60.40268
29967,60.40268
30000,60.40268
30033,60.40268
30067,60.40268
30100,60.40268
30133,60.40268
30167,60.40268
30200,60.40268
30233,60.40268
30267,60.40268
30300,60.40268
30333,60.40268
