Time[ms],HR[bpm]
833,116.129
867,116.129
900,116.129
933,116.129
967,115.2709
1000,115.2709
1033,118.6813
1067,118.6813
1100,118.6813
1133,118.6813
1167,118.6813
1200,118.6813
1233,118.6813
1267,118.6813
1300,118.6813
1333,118.0328
1367,118.0328
1400,118.0328
1433,118.0328
1467,118.1818
1500,118.1818
1533,118.1818
1567,118.1818
1600,118.1818
1633,118.1818
1667,118.1818
1700,118.6813
1733,118.6813
1767,118.6813
1800,118.6813
1833,118.6813
1867,118.6813
1900,118.6813
1933,118.6813
1967,118.6813
2000,118.0328
2033,108.1967
2067,108.1967
2100,108.1967
2133,108.7912
2167,108.7912
2200,108.7912
2233,105.2632
2267,105.2632
2300,105.2632
2333,105.2632
2367,105.8824
2400,95.29412
2433,84.70588000000002
2467,81.40704000000002
2500,72.36180999999998
2533,72.36180999999998
2567,72.36180999999998
2600,72.36180999999998
2633,72.36180999999998
2667,73.68421
2700,73.68421
2733,73.68421
2767,73.68421
2800,73.68421
2833,73.25581
2867,73.25581
2900,73.25581
2933,73.25581
2967,73.25581
3000,73.25581
3033,73.25581
3067,73.25581
3100,72.83237
3133,72.83237
3167,72.83237
3200,72.83237
3233,72.83237
3267,73.09644
3300,73.09644
3333,73.09644
3367,73.09644
3400,73.46939
3433,73.46939
3467,73.46939
3500,73.46939
3533,72.4138
3567,72.4138
3600,72.4138
3633,72.4138
3667,72.4138
3700,72.4138
3733,72.4138
3767,72.4138
3800,72.4138
3833,72.4138
3867,72.4138
3900,72.4138
3933,73.84615
3967,73.84615
4000,73.84615
4033,73.09644
4067,73.09644
4100,73.09644
4133,72.72726999999998
4167,72.72726999999998
4200,72.72726999999998
4233,72.83237
4267,72.83237
4300,72.4138
4333,72.4138
4367,72.4138
4400,72.4138
4433,72.4138
4467,72.4138
4500,76.59574
4533,76.59574
4567,76.59574
4600,76.59574
4633,76.59574
4667,86.17021
4700,86.17021
4733,86.17021
4767,86.17021
4800,86.17021
4833,86.17021
4867,86.17021
4900,86.17021
4933,86.17021
4967,89.10891
5000,89.10891
5033,89.10891
5067,88.04348
5100,88.04348
5133,88.04348
5167,88.04348
5200,88.04348
5233,88.04348
5267,88.04348
5300,88.04348
5333,88.04348
5367,88.04348
5400,88.04348
5433,88.04348
5467,88.04348
5500,88.04348
5533,88.04348
5567,88.04348
5600,88.04348
5633,88.04348
5667,85.71429
5700,85.71429
5733,85.71429
5767,76.19048000000002
5800,76.19048000000002
5833,76.19048000000002
5867,76.19048000000002
5900,76.19048000000002
5933,76.59574
5967,76.59574
6000,76.59574
6033,76.59574
6067,76.59574
6100,76.59574
6133,67.02128
6167,67.02128
6200,67.02128
6233,75.0
6267,75.0
6300,75.0
6333,75.0
6367,75.0
6400,75.0
6433,75.0
6467,75.0
6500,75.0
6533,74.11765
6567,74.11765
6600,74.55621
6633,74.55621
6667,74.55621
6700,75.0
6733,75.0
6767,75.0
6800,75.4491
6833,75.4491
6867,75.4491
6900,79.55801
6933,89.50276
6967,89.50276
7000,89.50276
7033,89.50276
7067,89.50276
7100,89.50276
7133,89.50276
7167,89.50276
7200,89.50276
7233,89.50276
7267,89.50276
7300,89.50276
7333,89.50276
7367,92.30769
7400,92.30769
7433,92.30769
7467,92.30769
7500,92.30769
7533,92.30769
7567,92.30769
7600,92.30769
7633,92.30769
7667,92.30769
7700,92.04546
7733,92.04546
7767,92.04546
7800,92.04546
7833,92.04546
7867,94.24084
7900,94.24084
7933,94.24084
7967,93.75
8000,103.125
8033,103.125
8067,103.125
8100,103.125
8133,103.125
8167,103.125
8200,103.125
8233,103.125
8267,103.125
8300,111.1111
8333,111.1111
8367,111.1111
8400,111.236
8433,111.236
8467,111.236
8500,111.236
8533,111.236
8567,111.236
8600,111.236
8633,111.236
8667,111.236
8700,111.236
8733,111.236
8767,111.236
8800,111.236
8833,111.236
8867,111.236
8900,111.236
8933,113.089
8967,113.089
9000,113.089
9033,113.089
9067,113.089
9100,113.089
9133,113.089
9167,113.089
9200,113.089
9233,113.089
9267,113.089
9300,117.3913
9333,117.3913
9367,117.3913
9400,117.3913
9433,117.3913
9467,117.3913
9500,117.3913
9533,117.3913
9567,117.3913
9600,117.3913
9633,117.3913
9667,117.3913
9700,117.3913
9733,118.7817
9767,118.7817
9800,118.7817
9833,118.7817
9867,118.7817
9900,118.7817
9933,118.7817
9967,118.7817
10000,125.5814
10033,125.5814
10067,125.5814
10100,125.5814
10133,125.5814
10167,125.5814
10200,125.5814
10233,125.5814
10267,124.4681
10300,124.4681
10333,124.4681
10367,124.4681
10400,124.4681
10433,124.4681
10467,124.4681
10500,124.4681
10533,124.4681
10567,124.4681
10600,124.4681
10633,124.4681
10667,124.4681
10700,124.4681
10733,124.4681
10767,124.1379
10800,124.1379
10833,124.4681
10867,124.4681
10900,124.4681
10933,124.4681
10967,124.4681
11000,124.4681
11033,124.4681
11067,124.4681
11100,124.4681
11133,124.4681
11167,124.4681
11200,124.4681
11233,124.4681
11267,124.1379
11300,124.1379
11333,123.8095
11367,123.8095
11400,123.8095
11433,123.8095
11467,123.8095
11500,123.8095
11533,123.8095
11567,123.8095
11600,123.8095
11633,123.8095
11667,123.8095
11700,123.8095
11733,124.1379
11767,124.1379
11800,123.1579
11833,123.1579
11867,123.1579
11900,123.1579
11933,123.1579
11967,123.1579
12000,123.1579
12033,123.1579
12067,123.1579
12100,123.1579
12133,123.1579
12167,123.1579
12200,123.5294
12233,123.8095
12267,123.8095
12300,123.8095
12333,123.8095
12367,123.8095
12400,123.8095
12433,123.8095
12467,123.8095
12500,123.8095
12533,123.8095
12567,123.8095
12600,123.8095
12633,123.8095
12667,124.1379
12700,124.1379
12733,123.8095
12767,123.8095
12800,123.8095
12833,123.8095
12867,123.8095
12900,123.8095
12933,124.4681
12967,124.4681
13000,124.4681
13033,124.4681
13067,124.4681
13100,124.4681
13133,124.7525
13167,124.7525
13200,124.7525
13233,125.1337
13267,125.1337
13300,125.1337
13333,125.1337
13367,125.1337
13400,125.1337
13433,125.1337
13467,125.1337
13500,125.1337
13533,125.1337
13567,125.1337
13600,125.3731
13633,125.3731
13667,125.3731
13700,125.3731
13733,125.1337
13767,125.1337
13800,125.1337
13833,125.1337
13867,125.1337
13900,125.1337
13933,125.1337
13967,125.1337
14000,125.1337
14033,125.1337
14067,125.1337
14100,124.7525
14133,124.7525
14167,124.7525
14200,125.8064
14233,125.8064
14267,125.8064
14300,125.8064
14333,125.8064
14367,125.8064
14400,125.8064
14433,125.8064
14467,125.8064
14500,125.8064
14533,125.8064
14567,125.8064
14600,125.3731
14633,125.3731
14667,125.3731
14700,125.3731
14733,125.1337
14767,125.1337
14800,125.1337
14833,125.1337
14867,125.1337
14900,125.1337
14933,125.1337
14967,125.1337
15000,125.1337
15033,125.1337
15067,125.1337
15100,126.6332
15133,126.6332
15167,126.6332
15200,126.4865
15233,126.4865
15267,126.4865
15300,126.4865
15333,126.4865
15367,126.4865
15400,127.9188
15433,127.9188
15467,127.9188
15500,127.9188
15533,127.9188
15567,127.9188
15600,127.9188
15633,127.9188
15667,127.1739
15700,127.1739
15733,127.1739
15767,127.1739
15800,127.1739
15833,126.4865
15867,126.4865
15900,126.4865
15933,126.0
15967,126.0
16000,126.0
16033,126.0
16067,126.0
16100,125.8064
16133,125.8064
16167,125.8064
16200,125.8064
16233,125.8064
16267,125.8064
16300,125.8064
16333,125.8064
16367,125.8064
16400,125.8064
16433,125.8064
16467,125.3731
16500,125.3731
16533,125.3731
16567,126.4865
16600,126.4865
16633,126.4865
16667,126.4865
16700,126.4865
16733,126.4865
16767,125.8064
16800,125.8064
16833,125.8064
16867,125.8064
16900,125.8064
16933,126.0
16967,126.0
17000,126.0
17033,126.0
17067,126.0
17100,126.4865
17133,126.4865
17167,126.4865
17200,126.4865
17233,126.4865
17267,126.4865
17300,126.4865
17333,126.4865
17367,126.4865
17400,126.4865
17433,126.0
17467,126.0
17500,126.0
17533,126.0
17567,126.0
17600,126.4865
17633,126.4865
17667,126.4865
17700,126.4865
17733,126.4865
17767,126.4865
17800,126.4865
17833,126.4865
17867,126.4865
17900,126.4865
17933,126.0
17967,126.0
18000,126.0
18033,126.0
18067,126.0
18100,125.8064
18133,125.8064
18167,125.8064
18200,125.8064
18233,125.8064
18267,125.8064
18300,125.8064
18333,125.8064
18367,125.8064
18400,125.8064
18433,125.8064
18467,125.8064
18500,126.0
18533,126.0
18567,125.8064
18600,125.8064
18633,125.8064
18667,125.8064
18700,125.8064
18733,125.8064
18767,125.8064
18800,125.8064
18833,126.6332
18867,126.6332
18900,126.6332
18933,126.6332
18967,126.6332
19000,126.6332
19033,126.4865
19067,126.4865
19100,126.4865
19133,126.4865
19167,126.4865
19200,126.4865
19233,126.4865
19267,126.4865
19300,126.4865
19333,126.0
19367,126.0
19400,126.0
19433,126.0
19467,126.0
19500,125.8064
19533,125.8064
19567,125.8064
19600,125.8064
19633,125.8064
19667,125.8064
19700,125.8064
19733,125.8064
19767,125.8064
19800,126.0
19833,126.0
19867,126.0
19900,126.0
19933,126.0
19967,125.8064
20000,125.8064
20033,125.8064
20067,125.8064
20100,125.8064
20133,125.8064
20167,125.8064
20200,125.8064
20233,125.8064
20267,126.0
20300,126.0
20333,126.0
20367,126.0
20400,126.0
20433,126.4865
20467,126.4865
20500,126.4865
20533,126.4865
20567,126.4865
20600,126.4865
20633,126.4865
20667,126.4865
20700,126.4865
20733,126.6332
20767,126.6332
20800,126.6332
20833,126.6332
20867,126.6332
20900,126.6332
20933,127.1739
20967,127.1739
21000,127.1739
21033,127.1739
21067,127.1739
21100,127.1739
21133,127.1739
21167,127.9188
21200,127.9188
21233,127.9188
21267,127.9188
21300,127.9188
21333,127.9188
21367,127.9188
21400,127.9188
21433,126.4865
21467,126.4865
21500,126.4865
21533,126.4865
21567,125.8064
21600,125.8064
21633,125.8064
21667,125.8064
21700,125.8064
21733,125.8064
21767,125.8064
21800,125.8064
21833,121.2435
21867,121.2435
21900,121.2435
21933,121.2435
21967,121.2435
22000,121.2435
22033,121.2435
22067,121.2435
22100,121.2435
22133,121.2435
22167,121.2435
22200,121.2435
22233,122.0339
22267,122.0339
22300,122.0339
22333,121.875
22367,121.875
22400,121.875
22433,121.875
22467,121.875
22500,121.875
22533,121.875
22567,121.875
22600,121.875
22633,121.875
22667,121.875
22700,121.875
22733,121.875
22767,122.0339
22800,122.5131
22833,122.5131
22867,122.5131
22900,122.5131
22933,122.5131
22967,122.5131
23000,122.5131
23033,122.5131
23067,122.5131
23100,122.5131
23133,122.5131
23167,122.5131
23200,122.5131
23233,123.5294
23267,123.8095
23300,123.8095
23333,123.8095
23367,123.8095
23400,123.8095
23433,123.8095
23467,123.8095
23500,123.8095
23533,123.8095
23567,123.8095
23600,123.8095
23633,123.8095
23667,114.2857
23700,114.2857
23733,114.7059
23767,114.2857
23800,114.2857
23833,114.2857
23867,114.2857
23900,114.2857
23933,114.2857
23967,114.2857
24000,114.2857
24033,114.2857
24067,114.2857
24100,114.2857
24133,114.2857
24167,114.2857
24200,115.2709
24233,115.2709
24267,114.8936
24300,114.8936
24333,114.8936
24367,114.8936
24400,114.8936
24433,114.8936
24467,114.8936
24500,114.8936
24533,114.8936
24567,114.8936
24600,114.8936
24633,116.4179
24667,116.4179
24700,116.4179
24733,116.4179
24767,115.508
24800,115.508
24833,115.508
24867,115.508
24900,115.508
24933,115.508
24967,115.508
25000,115.508
25033,115.508
25067,115.508
25100,115.508
25133,115.508
25167,115.508
25200,115.508
25233,113.7931
25267,113.7931
25300,113.7931
25333,113.7931
25367,113.7931
25400,113.7931
25433,113.7931
25467,113.7931
25500,113.7931
25533,109.0909
25567,109.0909
25600,109.0909
25633,109.0909
25667,108.1967
25700,108.1967
25733,108.1967
25767,108.1967
25800,108.1967
25833,108.1967
25867,108.1967
25900,108.1967
25933,108.1967
25967,108.1967
26000,108.1967
26033,108.1967
26067,108.1967
26100,108.1967
26133,108.1967
26167,106.5089
26200,106.5089
26233,104.2105
26267,104.2105
26300,104.2105
26333,104.2105
