Time[ms],HR[bpm]
833,81.81818
867,81.81818
900,81.81818
933,81.81818
967,81.81818
1000,81.81818
1033,81.81818
1067,81.0
1100,81.0
1133,81.0
1167,81.0
1200,81.0
1233,80.0
1267,80.0
1300,80.0
1333,80.0
1367,80.0
1400,80.0
1433,80.0
1467,80.0
1500,80.0
1533,80.0
1567,80.0
1600,80.0
1633,80.0
1667,80.0
1700,80.0
1733,80.0
1767,80.0
1800,80.0
1833,80.0
1867,79.41176999999998
1900,77.83784
1933,77.83784
1967,77.83784
2000,77.83784
2033,77.83784
2067,77.83784
2100,77.83784
2133,77.83784
2167,77.83784
2200,77.83784
2233,77.83784
2267,77.83784
2300,77.83784
2333,77.83784
2367,77.83784
2400,77.83784
2433,77.83784
2467,77.83784
2500,77.83784
2533,76.36364
2567,76.36364
2600,76.36364
2633,76.36364
2667,76.19048000000002
2700,76.19048000000002
2733,76.19048000000002
2767,76.19048000000002
2800,76.19048000000002
2833,76.19048000000002
2867,76.19048000000002
2900,76.19048000000002
2933,76.19048000000002
2967,76.19048000000002
3000,76.19048000000002
3033,76.19048000000002
3067,76.19048000000002
3100,76.19048000000002
3133,76.19048000000002
3167,76.19048000000002
3200,75.0
3233,75.0
3267,75.0
3300,75.0
3333,75.0
3367,75.0
3400,75.0
3433,75.39267
3467,75.39267
3500,75.39267
3533,75.39267
3567,75.39267
3600,75.39267
3633,75.39267
3667,75.39267
3700,75.0
3733,75.0
3767,75.0
3800,75.0
3833,75.0
3867,75.0
3900,74.55621
3933,74.55621
3967,74.55621
4000,74.55621
4033,74.55621
4067,74.55621
4100,74.55621
4133,74.55621
4167,74.55621
4200,74.55621
4233,74.55621
4267,74.55621
4300,74.22681
4333,74.22681
4367,74.22681
4400,74.22681
4433,74.22681
4467,74.22681
4500,74.22681
4533,74.22681
4567,74.22681
4600,74.22681
4633,74.22681
4667,74.11765
4700,73.68421
4733,73.68421
4767,73.68421
4800,73.68421
4833,73.68421
4867,73.68421
4900,73.68421
4933,73.68421
4967,73.68421
5000,73.68421
5033,73.68421
5067,73.68421
5100,73.68421
5133,73.68421
5167,73.46939
5200,73.46939
5233,73.46939
5267,73.46939
5300,73.46939
5333,73.46939
5633,74.11765
5667,74.11765
5700,74.11765
5733,74.11765
5767,74.11765
5800,74.11765
5833,74.11765
5867,74.11765
5900,74.11765
5933,74.11765
5967,74.11765
6000,73.84615
6033,73.84615
6067,73.84615
6100,73.84615
6133,73.84615
6167,73.84615
6200,73.84615
6233,73.84615
6267,73.84615
6300,73.84615
6333,73.25581
6367,73.25581
6400,73.25581
6433,73.25581
6467,73.25581
6500,73.25581
6533,73.25581
6567,73.25581
6600,73.25581
6633,73.25581
6667,73.25581
6700,73.25581
6733,73.25581
6767,73.25581
6800,73.25581
6833,73.25581
6867,73.25581
6900,73.25581
6933,73.25581
6967,73.25581
7000,72.83237
7033,70.93596
7067,70.93596
7100,70.39106
7133,70.39106
7167,70.39106
7200,70.39106
7233,70.39106
7267,70.39106
7300,70.39106
7333,70.39106
7367,70.39106
7400,70.39106
7433,70.39106
7467,70.39106
7500,70.39106
7533,70.39106
7567,70.39106
7600,70.39106
7633,70.39106
7667,70.39106
7700,70.39106
7733,70.39106
7767,70.39106
7800,70.39106
7833,70.93596
7867,70.93596
7900,70.39106
7933,70.39106
7967,70.39106
8000,70.39106
8033,70.39106
8067,70.39106
8100,70.39106
8133,70.39106
8167,70.39106
8200,70.39106
8233,70.39106
8267,70.39106
8300,70.39106
8333,70.39106
8367,70.39106
8400,70.39106
8433,70.39106
8467,70.39106
8500,70.39106
8533,70.39106
8567,70.39106
8600,71.28713
8633,71.28713
8667,71.28713
8700,70.78650999999998
8733,70.78650999999998
8767,70.78650999999998
8800,70.78650999999998
8833,70.78650999999998
8867,70.78650999999998
8900,70.78650999999998
8933,70.78650999999998
8967,70.78650999999998
9000,70.78650999999998
9033,70.78650999999998
9067,70.78650999999998
9100,70.78650999999998
9133,70.78650999999998
9167,70.78650999999998
9200,70.78650999999998
9233,71.18644
9267,72.72726999999998
9300,72.72726999999998
9333,72.72726999999998
9367,72.72726999999998
9400,72.72726999999998
9433,72.72726999999998
9467,72.72726999999998
9500,72.4138
9533,72.4138
9567,72.4138
9600,72.4138
9633,72.4138
9667,72.4138
9700,72.4138
9733,72.4138
9767,72.4138
9800,72.4138
9833,72.4138
9867,72.4138
9900,72.4138
9933,72.4138
9967,72.4138
10000,72.4138
10033,72.4138
10067,74.6114
10100,74.6114
10133,74.6114
10167,74.6114
10200,74.6114
10233,74.6114
10267,74.6114
10300,75.4491
10333,75.4491
10367,75.4491
10400,75.4491
10433,75.4491
10467,75.4491
10500,77.83784
10533,77.83784
10567,77.83784
10600,77.83784
10633,77.83784
10667,77.83784
10700,77.83784
10733,77.83784
10767,77.83784
10800,77.83784
10833,77.83784
10867,77.83784
10900,77.83784
10933,77.83784
10967,77.83784
11000,77.83784
11033,77.83784
11067,77.83784
11100,77.83784
11133,77.83784
11167,78.75
11200,78.75
11233,78.75
11267,78.75
11300,78.75
11333,78.75
11367,78.75
11400,78.75
11433,78.75
11467,76.19048000000002
11500,76.19048000000002
11533,76.19048000000002
11567,76.19048000000002
11600,76.19048000000002
11633,76.19048000000002
11667,76.19048000000002
11700,76.19048000000002
11733,76.19048000000002
11767,76.19048000000002
11800,76.19048000000002
11833,76.19048000000002
11867,76.19048000000002
11900,76.19048000000002
11933,76.19048000000002
11967,76.19048000000002
12000,77.30060999999998
12033,77.30060999999998
12067,77.30060999999998
12100,77.30060999999998
12133,77.30060999999998
12167,77.30060999999998
12200,77.30060999999998
12233,77.30060999999998
12267,77.30060999999998
12300,77.30060999999998
12333,77.30060999999998
12367,77.30060999999998
12400,75.39267
12433,75.39267
12467,75.39267
12500,75.39267
12533,75.39267
12567,75.39267
12600,75.39267
12633,75.39267
